feature_id,feature_display,name,mz,rt,logFC,adj.P.Val,dataset
QXLPHJAUIZITEO-UHFFFAOYSA-N,NCGC00386082-01_C20H28N2O5_,NCGC00386082-01_C20H28N2O5_,418.23587,1.618,0.2817362533333316,0.5544688858353569,metabolomics
GMMHQFAVUZIMEL-UHFFFAOYSA-N,"NCGC00384561-01![1,3-dihy...","NCGC00384561-01![1,3-dihydroxy-1-(7-methoxy-2-oxochromen-6-yl)-3-methylbutan-2-yl] 3-methylbutanoate [IIN-based: Match]",379.17215,7.574,1.1134658599999998,0.5559677782777876,metabolomics
YDIIDRWHPFMLGR-UHFFFAOYSA-N,Alpha-pyrrolidinovaleroph...,Alpha-pyrrolidinovalerophenone,232.16502,1.764,0.2366835399999942,0.5578564144337627,metabolomics
ABHHIGWFFMCQOC-UHFFFAOYSA-N,dehydroxynocardamine,dehydroxynocardamine,623.31641,7.654,-4.374694629999999,0.5583686794631209,metabolomics
WDKYDMULARNCIS-GQCTYLIASA-N,Ethyl caffeate,Ethyl caffeate,231.05859,7.533,0.1211884633333326,0.5584514705265043,metabolomics
NGHVIOIJCVXTGV-ALEPSDHESA-N,6-Aminopenicillanic acid,6-Aminopenicillanic acid,217.0641,3.962,2.9421202300000004,0.5587147692269313,metabolomics
WSXZMNZWXLNIPA-LJQANCHMSA-N,(R)-3-(4-methoxyphenyl)-4...,"(R)-3-(4-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2,6-diaminohexanoate dihydrobromide",397.18076,4.109,0.4537687200000029,0.5587147692269313,metabolomics
OEUWSFOOMITSHN-UHFFFAOYSA-N,NCGC00385238-01_C25H36O4_,NCGC00385238-01_C25H36O4_,401.26749,1.516,0.2000837666666655,0.5587407494419232,metabolomics
AGPKZVBTJJNPAG-UHFFFAOYSA-N,Isoleucine (not validated),Isoleucine (not validated),132.10062,8.237,-0.2736285500000015,0.5594413677944562,metabolomics
VYHHSBHXZVSILO-UHFFFAOYSA-N,Acacetin Diacetate,Acacetin Diacetate,407.04794,5.673,5.783678216666668,0.5597741799402615,metabolomics
QHTQREMOGMZHJV-UHFFFAOYSA-N,Pesticide3_Thiobencarb_C1...,Pesticide3_Thiobencarb_C12H16ClNOS_S-(4-Chlorobenzyl) diethylcarbamothioate,258.06982,3.318,-0.4542225366666628,0.5608179830425744,metabolomics
BDDNYDPRCCDQQJ-PBHICJAKSA-N,NCGC00169088-03_C17H14N2O...,"NCGC00169088-03_C17H14N2O4_Spiro[3H-1,4-benzodiazepine-3,2'-oxirane]-2,5(1H,4H)-dione, 3'-(3-hydroxyphenyl)-4-methyl-, (3S,3'R)-",311.10153,2.266,-0.7052677433333336,0.563677709897841,metabolomics
GHCZYXUOYFOXIP-UHFFFAOYSA-N,"NCGC00013053-07!3-(3,4-di...","NCGC00013053-07!3-(3,4-dihydroxyphenyl)-5-hydroxy-8,8-dimethyl-6-(3-methylbut-2-enyl)pyrano[2,3-h]chromen-4-one [IIN-based: Match]",421.16309,1.684,4.432260546666665,0.5640938359586748,metabolomics
USLUCCCHZMUGNA-QAAHARMDSA-N,"(3a'S,6a'R)-5'-(benzo[d][...","(3a'S,6a'R)-5'-(benzo[d][1,3]dioxol-5-ylmethyl)-7-chloro-3'-(4-hydroxybenzyl)-3',3a'-dihydro-2'H-spiro[indoline-3,1'-pyrrolo[3,4-c]pyrrole]-2,4',6'(5'H,6a'H)-trione",554.11237,1.407,-0.0998067366666717,0.5645939517837659,metabolomics
YPJIKDRPFQUAAF-HNQUOIGGSA-N,PFCA-unsaturated 8,PFCA-unsaturated,786.94,11.637,0.4023022733333299,0.5649040430145208,metabolomics
WPSUVIWPMVDEKS-UHFFFAOYSA-N,PFSM-perfluoroalkyl_sulfo... 6,PFSM-perfluoroalkyl_sulfonamide,897.91968,5.788,0.1910291533333286,0.5649040430145208,metabolomics
XKWHEBFWMRWHGD-AKHQGOKRSA-N,Codiapeltine B,Codiapeltine B,727.27625,11.75,-0.6503422466666606,0.5649684714049853,metabolomics
LEVWYRKDKASIDU-IMJSIDKUSA-N,CYSTINE,CYSTINE,205.00377,9.786,-0.1476385433333327,0.5652945873775546,metabolomics
AZKVWQKMDGGDSV-BCMRRPTOSA-N,Genipin,Genipin,249.0701,7.285,0.2258280233333351,0.5654584060467898,metabolomics
ZGXXNVOBEIRACL-UHFFFAOYSA-N,"NCGC00385124-01!1-(3,4-di...","NCGC00385124-01!1-(3,4-dimethoxyphenyl)-2-[4-[5-[4-[1-(3,4-dimethoxyphenyl)-1-hydroxypropan-2-yl]oxy-3-methoxyphenyl]-3,4-dimethyloxolan-2-yl]-2-methoxyphenoxy]propan-1-ol",750.38171,6.766,0.1069908800000014,0.5654584060467898,metabolomics
unk_577,C21H22O6,C21H22O6,369.13577,9.662,-0.1185421000000026,0.5654584060467898,metabolomics
GBADBFAXAWZGHM-UHFFFAOYSA-N,2-amino-4-hydroxypyrimidi...,2-amino-4-hydroxypyrimidine-5-carboxylic acid,156.04161,8.767,0.1160494166666552,0.5668274733422968,metabolomics
DLOTUJUSJVIXDW-PFKQEBDKSA-N,"2-((4R)-4-((3R,5R,8R,9S,1...","2-((4R)-4-((3R,5R,8R,9S,12S,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)acetic acid hydrate",468.32556,2.682,0.6393380233333374,0.568761547666788,metabolomics
IQMMQBXFNFNXIC-UHFFFAOYSA-N,MMV676382,MMV676382,378.20773,1.494,0.1474792000000029,0.5689895688150649,metabolomics
NDDIECMNVNWXSH-DUENNFMZSA-N,N-((7S)-10-((1-(4-((4-hyd...,"N-((7S)-10-((1-(4-((4-hydroxyquinazolin-2-yl)methyl)piperazin-1-yl)-3-methyl-1-oxopentan-2-yl)amino)-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-7-yl)acetamide",747.34882,8.383,0.4158927666666621,0.5691191173037553,metabolomics
VMTHPSSNJFUGBF-CMDGGOBGSA-N,"(E)-1-(3,4-dihydroxy-2,6-...","(E)-1-(3,4-dihydroxy-2,6-dimethoxyphenyl)-3-phenylprop-2-en-1-one",335.06647,10.319,0.6951913466666646,0.5692346891170531,metabolomics
NLDDIKRKFXEWBK-CQSZACIVSA-N,NCGC00169702-02!(5R)-5-hy...,NCGC00169702-02!(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one [IIN-based on: CCMSLIB00000847634],259.17032,4.367,0.7940454199999998,0.5709814440896781,metabolomics
XVDZSHAEMLKCIW-DBFNBLSLSA-N,Chloroaustralasine C,Chloroaustralasine C,420.15674,9.588,0.5422446666666652,0.5742696843638564,metabolomics
BMFVGAAISNGQNM-UHFFFAOYSA-N,Isoamylamine,Isoamylamine,88.1116,4.082,0.5496755100000001,0.5746949628990907,metabolomics
XUHLIQGRKRUKPH-UHFFFAOYSA-N,2-amino-3-prop-2-enylsulf...,2-amino-3-prop-2-enylsulfinylpropanoic acid_major,195.07956,10.63,-0.1259186699999936,0.5749896422787133,metabolomics
VNGUCOGHCJHFID-UHFFFAOYNA-N,"Oleanane -4H, +","Oleanane -4H, + 2O",441.36905,2.724,0.4539157066666668,0.5749896422787133,metabolomics
SQOJOAFXDQDRGF-UHFFFAOYNA-N,Ginkgolide B,Ginkgolide B,425.14355,8.789,6.228896333333333,0.5749896422787133,metabolomics
FNTJVYCFNVUBOL-ZUGPOPFOSA-N,Kaempferol 3-glucuronide,Kaempferol 3-glucuronide,485.06934,6.425,5.284509533333334,0.5750756415286118,metabolomics
KAYMPWXMHIUNGC-UHFFFAOYSA-N,Scabioside C,Scabioside C,767.45868,3.735,0.4707270366666662,0.5751725243632736,metabolomics
GYUCMTKUEQLBJW-UHFFFAOYSA-N,NCGC00384950-01!19-hydrox...,"NCGC00384950-01!19-hydroxy-18-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyicosanoic acid",507.34891,8.244,0.3041923400000037,0.5751725243632736,metabolomics
WERZFVDXHHDXMO-UHFFFAOYSA-N,(NAG)(NAM)[r]-Aem,(NAG)(NAM)[r]-Aem,436.19128,9.756,-0.1201780233333345,0.5754584125986435,metabolomics
ORHBXUUXSCNDEV-UHFFFAOYSA-N,Umbelliferone,Umbelliferone,185.02226,12.234,0.70504107,0.5765666803585633,metabolomics
GPLGAQQQNWMVMM-MYAJQUOBSA-N,Conessine,Conessine,374.35709,1.879,-0.110727090000001,0.5765666803585633,metabolomics
LKKDASYGWYYFIK-UHFFFAOYSA-N,7-(2-hydroxypropan-2-yl)-...,"7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-2,3,4,5,6,7,8,8a-octahydronaphthalen-1-ol",241.21368,1.435,0.2222782500000022,0.5779629735147919,metabolomics
MSOHKYKACHEERC-UHFFFAOYSA-N,NCGC00380330-01!2-(6-meth...,NCGC00380330-01!2-(6-methyl-7-oxooctyl)-2H-furan-5-one [IIN-based on: CCMSLIB00000848756],263.10144,9.268,-0.7329389199999987,0.5783109022124142,metabolomics
NWQISSNHRDDWRM-UHFFFAOYSA-N,GENTAMICIN SULFATE,GENTAMICIN SULFATE,576.29108,6.731,0.7361079166666649,0.581624988345691,metabolomics
DMBHHRLKUKUOEG-UHFFFAOYSA-N,Diphenylamine,Diphenylamine,170.09055,5.767,-0.906286883333344,0.5817329524304206,metabolomics
RUUZDCZRFRLJFC-UHFFFAOYSA-N,aspernigrin A,aspernigrin A,251.07689,4.109,0.0854125500000044,0.5856326787422691,metabolomics
DJZOTDSGEBENPL-UHFFFAOYSA-N,Flavone base + 1,"Flavone base + 3O, 1MeO, C-Hex-FeruloylHex",801.2265,12.91,-3.74107678,0.5857192776372959,metabolomics
YURJSTAIMNSZAE-UHFFFAOYNA-N,Ginsenoside-Rg1,Ginsenoside-Rg1,845.48572,8.989,0.1098525066666695,0.5860148376137663,metabolomics
YOQAQNKGFOLRGT-UXXABWCISA-N,Soyasapogenol B,Soyasapogenol B,459.38062,6.137,0.8788726966666669,0.5862893846895278,metabolomics
DZGWFCGJZKJUFP-UHFFFAOYSA-N,Tyramine,Tyramine,121.06336,6.938,0.0968635333333267,0.5872947400910518,metabolomics
LIHVMLWWVHJRMA-UHFFFAOYSA-N,NCGC00380613-01_C41H52N8O...,NCGC00380613-01_C41H52N8O9_Cyclo[glycylprolyltryptophylglycyl-beta-hydroxy-3-(3-methyl-2-buten-1-yl)tyrosylglycylvalyl],801.39899,12.453,4.003207530000001,0.5880288937507872,metabolomics
unk_283,C5H5N5,C5H5N5,134.04366,2.292,4.256681490000002,0.5880288937507872,metabolomics
RVPPNKOUWPOQRX-VAVPTQKHSA-N,"(2S,3R)-5-hydroxy-3-[(2S,...","(2S,3R)-5-hydroxy-3-[(2S,3R)-5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-3-yl]-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one",889.21686,13.539,4.075820223333334,0.5880288937507872,metabolomics
JJGYRVZPUJUFTR-DRWSLCSESA-N,NCGC00180720-03_C20H32O3_...,"NCGC00180720-03_C20H32O3_1-Naphthalenepentanoic acid, 1,4,4a,5,6,7,8,8a-octahydro-beta,2,5,5,8a-pentamethyl-4-oxo-, (betaS,1S,8aR)-",321.24091,1.509,0.1074539100000038,0.5885953032310197,metabolomics
QUCGBWQRLWOVBR-BBJJSLPGSA-N,"(2S,3R,5S,9R)-2,3-dihydro...","(2S,3R,5S,9R)-2,3-dihydroxy-14-(hydroxymethyl)-5,9-dimethyl-14-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}tetracyclo[11.2.1.0?,??.0?,?]hexadecane-5-carboxylic acid_major",531.28351,8.764,0.1256595833333342,0.5887911932501224,metabolomics
JEKMKNDURXDJAD-UHFFFAOYSA-N,Kahweol,Kahweol,337.18042,1.46,0.3405272333333293,0.5887911932501224,metabolomics
WQVCDQYJDQXJLY-SDMLJJSBSA-N,"2-(3,4-dihydroxyphenyl)-5... 1","2-(3,4-dihydroxyphenyl)-5-hydroxy-7-(((2R,3R,4S,5S,6R)-2,3,4,5-tetrahydroxy-6-((((2S,3R,4S,5S)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)oxy)methyl)tetrahydro-2H-pyran-2-yl)oxy)-4H-chromen-4-one",597.13959,3.52,-0.1700226266666682,0.5887911932501224,metabolomics
YAMUFBLWGFFICM-PTGWMXDISA-N,Lyso-PC 18:1(9Z),Lyso-PC 18:1(9Z),522.34943,5.113,6.223629030000002,0.5895169997665323,metabolomics
VOYCJQSSBDMXNQ-YZGKFDMESA-N,NCGC00380308-01!methyl 2-...,"NCGC00380308-01!methyl 2-ethyl-4-[(3R,4R,5S)-5-hydroxy-4,5-dimethyl-2-oxooxolan-3-yl]-2-methyl-3-oxobutanoate",304.17258,9.457,0.116938969999996,0.5921661793566555,metabolomics
IINUIABWYMTUJM-UHFFFAOYSA-N,"(7,8-dimethoxy-2,2,3-trim... 1","(7,8-dimethoxy-2,2,3-trimethyl-2,3-dihydro-1H-benzo[d]azepin-4-yl)(3,4-dimethoxyphenyl)methanone",412.20828,7.284,0.7977893966666691,0.5929550023455489,metabolomics
VOUKAYFXXSUOGA-DKBFFVONSA-N,"""2-((4R)-4-((5R,7R,8R,9S,...","""2-((4R)-4-((5R,7R,8R,9S,10S,12S,13R,17R)-7,12-dihydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",496.27481,2.22,0.115340786666664,0.5929774802705657,metabolomics
VQHGNKYKZWHLCY-UHFFFAOYSA-N,(NAG)(NAM)-AqKAA 1,(NAG)(NAM)-AqKAA[3-NH2-AA],733.68121,2.782,0.0980019533333376,0.5933336837196614,metabolomics
XFNIQDLOQLIJTQ-UHFFFAOYSA-N,NCGC00381146-01!2-[5-[2-[...,NCGC00381146-01!2-[5-[2-[2-[5-(2-oxopropyl)oxolan-2-yl]propanoyloxy]butyl]oxolan-2-yl]propanoic acid [IIN-based on: CCMSLIB00000845801],399.23737,3.659,0.850827606666666,0.5940241909443883,metabolomics
WGLRJONCGNNMKL-VOTSOKGWSA-N,3-O-methylfunicone,3-O-methylfunicone,427.07928,10.856,-0.1065505466666714,0.5945624254758878,metabolomics
unk_282,C36H55NO13,C36H55NO13,710.36633,9.671,0.5299819799999916,0.5962134310463327,metabolomics
BWSFBLYFHGZBRQ-UHFFFAOYSA-N,NCGC00385574-01![5-acetyl...,"NCGC00385574-01![5-acetyloxy-1,7-bis(3,4-dihydroxyphenyl)heptan-3-yl] acetate",450.20782,8.229,0.6851862166666649,0.5975674334232839,metabolomics
BHTRKEVKTKCXOH-LBSADWJPSA-N,tauroursodeoxycholic acid,tauroursodeoxycholic acid,464.27701,4.371,1.007812149999996,0.5976568971161322,metabolomics
GPXLRLUVLMHHIK-UHFFFAOYSA-N,Pesticide3_Forchlorfenuro...,"Pesticide3_Forchlorfenuron_C12H10ClN3O_Urea, N-(2-chloro-4-pyridinyl)-N'-phenyl-",248.0556,1.421,-0.6478947866666722,0.598646174206611,metabolomics
PYUSHNKNPOHWEZ-RXMQYKEDSA-N,N-FORMYL-L-METHIONINE,N-FORMYL-L-METHIONINE,200.03427,8.979,0.4030563933333368,0.5993292523331676,metabolomics
SUVMJBTUFCVSAD-UHFFFAOYNA-N,1-Isothiocyanato-4-(methy...,1-Isothiocyanato-4-(methylsulfinyl)-butane,178.03519,5.929,3.3241902566666677,0.5998397522570714,metabolomics
AQZHBCDRWFMXIN-UHFFFAOYSA-N,Norlichexanthone,Norlichexanthone,259.06006,2.083,0.911661326666664,0.6011371545328924,metabolomics
QMYWKFZKRYCUMA-UHFFFAOYSA-N,culpin,culpin,281.09665,7.871,2.8822677933333303,0.6011371545328924,metabolomics
IKQSIKPOUMLPKK-UHFFFAOYSA-N,NCGC00384949-01!2-(hydrox...,"NCGC00384949-01!2-(hydroxymethyl)-6-(2,20,21-trihydroxydocosan-3-yloxy)oxane-3,4,5-triol",578.42096,4.867,1.0874092566666569,0.6012322282732855,metabolomics
GQKXCBCSVYJUMI-RCGCBBHSSA-N,"2-methoxy-3,5-dimethyl-6-...","2-methoxy-3,5-dimethyl-6-[(4Z)-4-[(E)-2-methyl-3-(4-nitrophenyl)prop-2-enylidene]oxolan-2-yl]pyran-4-one",420.14703,9.654,0.2422207999999983,0.602015412538476,metabolomics
JWVKNHDSRADFFA-UHFFFAOYSA-N,Anabaenopeptin A,Anabaenopeptin A,844.42218,1.662,-4.130001276666665,0.602742102936088,metabolomics
HYPLQEHLQMSBKE-UHFFFAOYSA-N,Leucine butyl ester,Leucine butyl ester,188.16296,4.178,2.647763263333328,0.6044206088823643,metabolomics
NETSQGRTUNRXEO-XUXIUFHCSA-N,Dehydrocostus Lactone,Dehydrocostus Lactone,253.12596,5.878,-0.6269875333333346,0.6059853599134732,metabolomics
ARSRJFRKVXALTF-UHFFFAOYSA-N,Hieracin,Hieracin,320.07483,9.219,4.9397895866666675,0.6059853599134732,metabolomics
DKCIQQKJLAXHJU-UHFFFAOYSA-N,(NAG)(DAM)-AqKA,(NAG)(DAM)-AqKA[3-NH2-GGGGG],611.77173,7.383,-4.20424094,0.6063749044777278,metabolomics
UOASSFRPBORTCT-UHFFFAOYNA-N,HDMBOA + O-Hex,HDMBOA + O-Hex,388.12506,7.807,0.1229222766666637,0.6065114275996797,metabolomics
ATWLFQWAUVXIEG-UHFFFAOYSA-N,"(7,8-dimethoxy-2,2,3-trim...","(7,8-dimethoxy-2,2,3-trimethyl-2,3-dihydro-1H-benzo[d]azepin-4-yl)(3-hydroxy-2H-benzo[b][1,4]oxazin-7-yl)methanone",423.1875,14.711,-4.464783540000002,0.6076591014271281,metabolomics
BDJRBEYXGGNYIS-UHFFFAOYSA-N,AZELATE,AZELATE,153.09027,1.676,-0.0768540600000022,0.6086412095878365,metabolomics
BWAZUXQZSXFTJK-VPTIGGDOSA-N,"(1R,3R,4S,6S,8R,9R,10S,11...","(1R,3R,4S,6S,8R,9R,10S,11S)-8-hydroxy-3,8-dimethyl-12-methylidene-10-[(2-methylprop-2-enoyl)oxy]-7,13-dioxo-5,14-dioxatricyclo[9.3.0.0?,?]tetradecan-9-yl 2-methylprop-2-enoate_major",471.15662,6.714,-4.231469480000003,0.6106221224754321,metabolomics
DQZCVNGCTZLGAQ-UHFFFAOYSA-N,Pesticide3_Cycluron_C11H2...,"Pesticide3_Cycluron_C11H22N2O_3-Cyclooctyl-1,1-dimethylurea",199.17754,10.34,0.0799927833333278,0.6109906640243337,metabolomics
RDIKFPRVLJLMER-UHFFFAOYSA-N,Ala-Leu,Ala-Leu,203.13622,9.998,0.1161339633333362,0.6111722071993936,metabolomics
FTTQBBNJVTYJPS-AATRIKPKSA-N,4-hydroxy-5-[2-[(E)-3-hyd...,4-hydroxy-5-[2-[(E)-3-hydroxyprop-1-enyl]-4-methylphenyl]-3-methylhexan-2-one,315.1398,3.026,-2.887508786666668,0.6123053966906543,metabolomics
MGSRCZKZVOBKFT-UHFFFAOYSA-N,thymol,thymol,151.10979,1.634,0.1156762833333289,0.6133988650088821,metabolomics
BFYIZQONLCFLEV-DAELLWKTSA-N,Exemestane,Exemestane,593.36591,5.708,0.9207881833333325,0.6138603171239239,metabolomics
YURJSTAIMNSZAE-ILDRPQKSSA-N,"(2R,3R,4S,5S,6R)-2-[[(3S,...","(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol_63.7%",818.51984,6.506,0.1798889633333296,0.6147636498071399,metabolomics
ZLPIAMWUFCRMLD-QLXQAIRQSA-N,_130039,_130039,783.14337,0.562,3.548109428666664,0.6153473063381456,metabolomics
OBBKIKZFVSBXJQ-QJKHZRRKSA-N,2-Deacetoxy taxinine B,2-Deacetoxy taxinine B,607.29077,6.889,0.1648322733333316,0.6185452543536715,metabolomics
GNGSNCPQCZJNBI-VAYFVJFHSA-N,"""methyl (4R)-4-((3R,5S,7R...","""methyl (4R)-4-((3R,5S,7R,9S,10S,13R,15R,17R)-3,7,15-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoate""",445.29126,2.192,0.1137248166666644,0.6191885903354337,metabolomics
TZJSDNVVGFIRIY-KCNNDDSWSA-N,Aspartate conjugated chen...,Aspartate conjugated chenodeoxycholic acid,490.32013,2.266,-0.8227994766666704,0.6215164462461858,metabolomics
XSLKAKROJKMHIT-WIUKAADNSA-N,1beta-Hydroxydehydrotrame...,1beta-Hydroxydehydrotrametenolic acid,471.34085,1.693,0.3737052166666643,0.6227592973568802,metabolomics
FQPSGWSUVKBHSU-UHFFFAOYSA-N,Methacrylamide,Methacrylamide,86.0596,2.595,-0.0768949233333309,0.6235454249356175,metabolomics
TVWKJMQVETZQNH-UHFFFAOYNA-N,S4:16(P3:14/F1:2),S4:16(P3:14/F1:2),640.32404,6.103,3.3660266233333296,0.6239011790208986,metabolomics
BELBBZDIHDAJOR-UHFFFAOYSA-N,Phenolsulfonphthalein,Phenolsulfonphthalein,355.06137,10.422,0.4111992800000017,0.6239011790208986,metabolomics
YWWVWXASSLXJHU-WAYWQWQTSA-N,Myristoleic acid (14:1(n-5)),Myristoleic acid (14:1(n-5)),225.18051,1.851,-3.9864609366666706,0.6254497993706788,metabolomics
JYVXNLLUYHCIIH-UHFFFAOYSA-N,MEVALOLACTONE,MEVALOLACTONE,131.0679,2.419,0.0929629566666605,0.6260558415376184,metabolomics
BTPCABAYRDUCFJ-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)-5...","2-(3,4-dihydroxyphenyl)-5-hydroxy-10-isopropyl-9,10-dihydropyrano[2,3-f]chromene-4,8-dione",405.09177,9.95,-4.698182190000002,0.6260558415376184,metabolomics
UQJFZAAGZAYVKZ-CERMHHMHSA-N,2-Deoxyglucose 6-phosphate,2-Deoxyglucose 6-phosphate,243.02893,9.483,-0.7368615700000056,0.6260558415376184,metabolomics
URTXXFGOVQACIC-UHFFFAOYSA-N,NCGC00380484-01_C22H36O12...,"NCGC00380484-01_C22H36O12_beta-D-Glucopyranose, 6-O-beta-D-glucopyranosyl-1-O-[(2,6,6-trimethyl-1-cyclohexen-1-yl)carbonyl]-",515.20905,5.795,4.140886909999998,0.6274164055433085,metabolomics
XRVFNNUXNVWYTI-UHFFFAOYSA-N,3-(2-hydroxy-4-methoxyphe...,"3-(2-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-7-ol",295.09152,8.432,-2.6355145900000068,0.6274164055433085,metabolomics
RKUNBYITZUJHSG-LGGPCSOHSA-N,Hyoscyamine,Hyoscyamine,312.15234,8.568,0.4778183599999988,0.6274164055433085,metabolomics
YHHSONZFOIEMCP-UHFFFAOYSA-O,Phosphocholine,Phosphocholine,184.07034,5.466,0.4377881166666597,0.6274164055433085,metabolomics
UHDGCWIWMRVCDJ-XVFCMESISA-N,Cytidine,Cytidine,244.09322,6.673,0.4381359566666702,0.6289525807063843,metabolomics
CQOVPNPJLQNMDC-ZETCQYMHSA-N,L-Carnosine,L-Carnosine,227.11084,11.368,0.0876237566666553,0.6295693693952559,metabolomics
AAKHGLJWUOZNTQ-UHFFFAOYSA-N,Merochlorophaeic acid,Merochlorophaeic acid,469.18405,8.221,0.3544149499999953,0.6300656559443674,metabolomics
YKJXWYJDQVADMO-UHFFFAOYSA-N,"ethyl 3-(2,4-dihydroxy-6-...","ethyl 3-(2,4-dihydroxy-6-methylpyridin-3-yl)-3-(3-hydroxyphenyl)propanoate",318.12204,5.743,-0.5434079266666672,0.63723806332271,metabolomics
QSRUAKBTZTXXLM-UHFFFAOYSA-N,NCGC00381347-01!5-acetami...,NCGC00381347-01!5-acetamido-4-oxohexanoic acid,188.08961,2.867,-0.766149296666665,0.6386316436768481,metabolomics
MKCVLTRITQNGQI-UHFFFAOYSA-N,PyroglutamylIsoleucine (i... 1,PyroglutamylIsoleucine (isomer of 1005),243.13403,4.377,-0.7079613366666742,0.6389360855448306,metabolomics
OUXMJRMYZCEVKO-UHFFFAOYSA-N,"2-Methylnaphtho(1,2-d)thi...","2-Methylnaphtho(1,2-d)thiazole",200.04903,8.411,-0.0956097066666714,0.6412970883013276,metabolomics
FFEARJCKVFRZRR-UHFFFAOYSA-N,Methionine,Methionine,150.05817,8.985,-0.2899707566666656,0.6412970883013276,metabolomics
GYSCAQFHASJXRS-FFCOJMSVSA-N,NCGC00380798-01_C45H57N3O...,"NCGC00380798-01_C45H57N3O9_(3S,6R,9S,12R,15S,18R)-3,9,15-Tribenzyl-6,12,18-triisopropyl-4,10,16-trimethyl-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone",801.4425,1.364,0.2434451266666641,0.6412970883013276,metabolomics
UGHXSOJROIYABR-UHFFFAOYSA-N,"NCGC00381075-01!3-(2,4-di...","NCGC00381075-01!3-(2,4-dihydroxypentyl)-6,8-dimethoxyisochromen-1-one [IIN-based: Match]",309.13474,8.137,0.3198742066666611,0.6412970883013276,metabolomics
XZYIQKMSOAQJCG-UHFFFAOYSA-N,9-methanesulfinylnonanoic...,9-methanesulfinylnonanoic acid,203.10416,1.526,-0.1990439199999976,0.6412970883013276,metabolomics
OYMQKBZMKFJPMH-UHFFFAOYNA-N,Voacristine,Voacristine,385.21115,2.474,-0.2365340133333333,0.6432076376556803,metabolomics
MLKLDGSYMHFAOC-UHFFFAOYSA-N,DIDECANOYL-GLYCEROPHOSPHO...,DIDECANOYL-GLYCEROPHOSPHOCHOLINE,588.36438,5.54,-4.291022516666667,0.6440182321569232,metabolomics
GPLGAQQQNWMVMM-CYFNKAHPSA-N,conessine,conessine,357.32953,1.523,-0.0777241400000008,0.6440182321569232,metabolomics
RMGNIWIYFYKTDC-UHFFFAOYSA-N,Terbuthylazine-TP MT23 (LM5),Terbuthylazine-TP MT23 (LM5),185.10326,10.682,0.9060589633333258,0.6454289613591035,metabolomics
MHOZNCAVRHAOKT-VVJLALRJSA-N,Glutamate conjugated chen...,Glutamate conjugated chenodeoxycholic acid,504.33301,2.15,-0.4961856199999985,0.6463217398463706,metabolomics
OAIXARWNIYCAGK-UHFFFAOYSA-N,SH407-1,SH407-1,408.21127,5.765,-4.307957033333336,0.6471475775851648,metabolomics
KUBCEEMXQZUPDQ-UHFFFAOYSA-N,Hordenine,Hordenine,166.11476,8.031,-0.1653910033333332,0.6471475775851648,metabolomics
JVUYBLROBHJEJN-NEPJUHHUSA-N,"(7R,8R)-7,8-dihydroxy-3,5...","(7R,8R)-7,8-dihydroxy-3,5,7-trimethyl-8H-isochromen-6-one",261.05243,1.719,0.1291373866666667,0.6471475775851648,metabolomics
ZBHUUXLHDOUMKM-REZTVBANSA-N,NCGC00385342-01!3-[3-[(2E...,"NCGC00385342-01!3-[3-[(2E)-3,7-dimethylocta-2,6-dienyl]-4-hydroxyphenyl]-7-hydroxychromen-4-one",389.17514,1.953,-0.0944220099999988,0.6476514806338782,metabolomics
